cve,descrip
"Q02X","Microcefalia"
"Q030","Malformaciones del acueducto de Silvio"
"Q031","Atresia de los agujeros de Magendie y de Luschka"
"Q038","Otros hidrocéfalos congénitos"
"Q039","Hidrocéfalo congénito, no especificado"
"Q040","Malformaciones congénitas del cuerpo calloso"
"Q042","Holoprosencefalia"
"Q043","Otras anomalías hipoplásicas del encéfalo"
"Q044","Displasia opticoseptal"
"Q046","Quistes cerebrales congénitos"
"Q048","Otras malformaciones congénitas del encéfalo, especificadas"
"Q049","Malformación congénita del encéfalo, no especificada"
"Q050","Espina bífida cervical con hidrocéfalo"
"Q052","Espina bífida lumbar con hidrocéfalo"
"Q053","Espina bífida sacra con hidrocéfalo"
"Q054","Espina bífida con hidrocéfalo, sin otra especificación"
"Q055","Espina bífida cervical sin hidrocéfalo"
"Q056","Espina bífida torácica sin hidrocéfalo"
"Q057","Espina bífida lumbar sin hidrocéfalo"
"Q059","Espina bífida, no especificada"
"Q068","Otras malformaciones congénitas especificadas de la médula espinal"
"Q069","Malformación congénita de la médula espinal, no especificada"
"Q070","Síndrome de Arnold-Chiari"
"Q078","Otras malformaciones congénitas del sistema nervioso, especificadas"
"Q079","Otras malformaciones congénitas del sistema nervioso, no especificada"
"Q180","Seno, fístula o quiste de la hendidura branquial"
"Q189","Malformación congénita de la cara y del cuello, no especificada"
"Q200","Tronco arterioso común"
"Q201","Transposición de los grandes vasos en ventrículo derecho"
"Q202","Transposición de los grandes vasos en ventrículo izquierdo"
"Q203","Discordancia de la conexión ventriculoarterial"
"Q204","Ventrículo con doble entrada"
"Q205","Discordancia de la conexión auriculoventricular"
"Q206","Isomerismo de los apéndices auriculares"
"Q208","Otras malformaciones congénitas de las cámaras cardíacas y sus conexiones"
"Q209","Malformación congénita de las cámaras cardíacas y sus conexiones, no especificada"
"Q210","Defecto del tabique ventricular"
"Q211","Defecto del tabique auricular"
"Q212","Defecto del tabique auriculoventricular"
"Q213","Tetralogía de Fallot"
"Q214","Defecto del tabique aortopulmonar"
"Q218","Otras malformaciones congénitas de los tabiques cardíacos"
"Q219","Malformación congénita del tabique cardíaco, no especificada"
"Q220","Atresia de la válvula pulmonar"
"Q221","Estenosis congénita de la válvula pulmonar"
"Q222","Insuficiencia congénita de la válvula pulmonar"
"Q223","Otras malformaciones congénitas de la válvula pulmonar"
"Q224","Estenosis congénita de la válvula tricúspide"
"Q225","Anomalía de Ebstein"
"Q226","Síndrome de hipoplasia del corazón derecho"
"Q228","Otras malformaciones congénitas de la válvula tricúspide"
"Q229","Malformación congénita de la válvula tricúspide, no especificada"
"Q230","Estenosis congénita de la válvula aórtica"
"Q231","Insuficiencia congénita de la válvula aórtica"
"Q232","Estenosis mitral congénita"
"Q233","Insuficiencia mitral congénita"
"Q234","Síndrome de hipoplasia del corazón izquierdo"
"Q238","Otras malformaciones congénitas de las válvulas aórtica y mitral"
"Q239","Malformación congénita de las válvulas aórtica y mitral, no especificada"
"Q240","Dextrocardia"
"Q242","Corazón triauricular"
"Q244","Estenosis subaórtica congénita"
"Q245","Malformación de los vasos coronarios"
"Q246","Bloqueo cardíaco congénito"
"Q248","Otras malformaciones congénitas del corazón, especificadas"
"Q249","Malformación congénita del corazón, no especificada"
"Q250","Conducto arterioso persistente"
"Q251","Coartación de la aorta"
"Q252","Atresia de la aorta"
"Q253","Estenosis de la aorta"
"Q254","Otras malformaciones congénitas de la aorta"
"Q255","Atresia de la arteria pulmonar"
"Q256","Estenosis de la arteria pulmonar"
"Q257","Otras malformaciones congénitas de la arteria pulmonar"
"Q258","Otras malformaciones congénitas de las grandes arterias"
"Q259","Malformación congénita de las grandes arterias, no especificada"
"Q262","Conexión anómala total de las venas pulmonares"
"Q263","Conexión anómala parcial de las venas pulmonares"
"Q264","Conexión anómala de las venas pulmonares, sin otra especificación"
"Q266","Fístula arteria hepática-vena porta"
"Q268","Otras malformaciones congénitas de las grandes venas"
"Q269","Malformación congénita de las grandes venas, no especificada"
"Q270","Ausencia e hipoplasia congénita de la arteria umbilical"
"Q273","Malformación arteriovenosa periférica"
"Q278","Otras malformaciones congénitas del sistema vascular periférico, especificadas"
"Q279","Malformación congénita del sistema vascular periférico, no especificada"
"Q281","Otras malformaciones de los vasos precerebrales"
"Q282","Malformación arteriovenosa de los vasos cerebrales"
"Q283","Otras malformaciones de los vasos cerebrales"
"Q288","Otras malformaciones congénitas del sistema circulatorio, especificadas"
"Q289","Malformación congénita del sistema circulatorio, no especificada"
"Q300","Atresia de las coanas"
"Q301","Agenesia o hipoplasia de la nariz"
"Q311","Estenosis subglótica congénita"
"Q315","Laringomalacia congénita"
"Q318","Otras malformaciones congénitas de la laringe"
"Q319","Malformación congénita de la laringe, no especificada"
"Q321","Otras malformaciones congénitas de la tráquea"
"Q322","Broncomalacia congénita"
"Q324","Otras malformaciones congénitas de los bronquios"
"Q330","Quiste pulmonar congénito"
"Q332","Secuestro del pulmón"
"Q333","Agenesia del pulmón"
"Q334","Bronquiectasia congénita"
"Q336","Hipoplasia y displasia pulmonar"
"Q338","Otras malformaciones congénitas del pulmón"
"Q339","Malformación congénita del pulmón, no especificada"
"Q340","Anomalía de la pleura"
"Q341","Quiste congénito del mediastino"
"Q348","Otras malformaciones congénitas especificadas del sistema respiratorio"
"Q349","Malformación congénita del sistema respiratorio, no especificada"
"Q355","Fisura del paladar duro y del paladar blando"
"Q359","Fisura del paladar, sin otra especificación"
"Q360","Labio leporino, bilateral"
"Q369","Labio leporino, unilateral"
"Q371","Fisura del paladar duro con labio leporino unilateral"
"Q372","Fisura del paladar blando con labio leporino bilateral"
"Q379","Fisura del paladar con labio leporino unilateral, sin otra especificación"
"Q386","Otras malformaciones congénitas de la boca"
"Q388","Otras malformaciones congénitas de la faringe"
"Q390","Atresia del esófago sin mención de fístula"
"Q391","Atresia del esófago con fístula traqueoesofágica"
"Q392","Fístula traqueoesofágica congénita sin mención de atresia"
"Q396","Divertículo del esófago"
"Q399","Malformación congénita del esófago, no especificada"
"Q400","Estenosis hipertrófica congénita del píloro"
"Q401","Hernia hiatal congénita"
"Q402","Otras malformaciones congénitas del estómago, especificadas"
"Q403","Malformación congénita del estómago, no especificada"
"Q409","Malformación congénita de la parte superior del tubo digestivo, no especificada"
"Q410","Ausencia, atresia y estenosis congénita del duodeno"
"Q411","Ausencia, atresia y estenosis congénita del yeyuno"
"Q412","Ausencia, atresia y estenosis congénita del íleon"
"Q419","Ausencia, atresia y estenosis congénita del intestino delgado, parte no especificada"
"Q420","Ausencia, atresia y estenosis congénita del recto, con fístula"
"Q422","Ausencia, atresia y estenosis congénita del ano, con fístula"
"Q423","Ausencia, atresia y estenosis congénita del ano, sin fístula"
"Q428","Ausencia, atresia y estenosis congénita de otras partes del intestino grueso"
"Q429","Ausencia, atresia y estenosis congénita del intestino grueso, parte no especificada"
"Q430","Divertículo de Meckel"
"Q431","Enfermedad de Hirschsprung"
"Q433","Malformaciones congénitas de la fijación del intestino"
"Q434","Duplicación del intestino"
"Q436","Fístula congénita del recto y del ano"
"Q437","Persistencia de la cloaca"
"Q438","Otras malformaciones congénitas del intestino, especificadas"
"Q439","Malformación congénita del intestino, no especificada"
"Q440","Agenesia, aplasia e hipoplasia de la vesícula biliar"
"Q441","Otras malformaciones congénitas de la vesícula biliar"
"Q442","Atresia de los conductos biliares"
"Q443","Estrechez y estenosis congénita de los conductos biliares"
"Q444","Quiste del colédoco"
"Q445","Otras malformaciones congénitas de los conductos biliares"
"Q446","Enfermedad quística del hígado"
"Q447","Otras malformaciones congénitas del hígado"
"Q458","Otras malformaciones congénitas del sistema digestivo, especificadas"
"Q459","Malformación congénita del sistema digestivo, no especificada"
"Q501","Quiste en desarrollo del ovario"
"Q517","Fístula congénita entre el útero y el tracto digestivo y urinario"
"Q529","Malformación congénita de los genitales femeninos, no especificada"
"Q554","Otras malformaciones congénitas de los conductos deferentes, del epidídimo, de las vesículas seminales y de la próstata"
"Q559","Malformación congénita de los órganos genitales masculinos, no especificada"
"Q564","Sexo indeterminado, sin otra especificación"
"Q600","Agenesia renal, unilateral"
"Q601","Agenesia renal, bilateral"
"Q602","Agenesia renal, sin otra especificación"
"Q603","Hipoplasia renal, unilateral"
"Q604","Hipoplasia renal, bilateral"
"Q605","Hipoplasia renal, no especificada"
"Q606","Síndrome de Potter"
"Q610","Quiste renal solitario congénito"
"Q611","Riñón poliquístico, autosómico recesivo"
"Q612","Riñón poliquístico, autosómico dominante"
"Q613","Riñón poliquístico, tipo no especificado"
"Q614","Displasia renal"
"Q615","Riñón quístico medular"
"Q618","Otras enfermedades renales quísticas"
"Q619","Enfermedad quística del riñón, no especificada"
"Q620","Hidronefrosis congénita"
"Q621","Atresia y estenosis del uréter"
"Q623","Otros defectos obstructivos de la pelvis renal y del uréter"
"Q631","Riñón lobulado, fusionado y en herradura"
"Q633","Hiperplasia renal y riñón gigante"
"Q638","Otras malformaciones congénitas del riñón, especificadas"
"Q639","Malformación congénita del riñón, no especificada"
"Q642","Válvulas uretrales posteriores congénitas"
"Q643","Otras atresias y estenosis de la uretra y del cuello de la vejiga"
"Q644","Malformación del uraco"
"Q648","Otras malformaciones congénitas del aparato urinario, especificadas"
"Q649","Malformación congénita del aparato urinario, no especificada"
"Q655","Subluxación congénita de la cadera, no especificada"
"Q675","Deformidad congénita de la columna vertebral"
"Q738","Otros defectos por reducción de miembro(s) no especificado(s)"
"Q743","Artrogriposis múltiple congénita"
"Q750","Craneosinostosis"
"Q751","Disostosis craneofacial"
"Q753","Macrocefalia"
"Q758","Otras malformaciones congénitas especificadas de los huesos del cráneo y de la cara"
"Q759","Malformación congénita no especificada de los huesos del cráneo y de la cara"
"Q761","Síndrome de Klippel-Feil"
"Q763","Escoliosis congénita debida a malformación congénita ósea"
"Q764","Otra malformación congénita de la columna vertebral, no asociada con escoliosis"
"Q769","Malformación congénita del tórax óseo, no especificada"
"Q771","Enanismo tanatofórico"
"Q772","Síndrome de costilla corta"
"Q774","Acondroplasia"
"Q775","Displasia distrófica"
"Q776","Displasia condroectodérmica"
"Q780","Osteogénesis imperfecta"
"Q782","Osteopetrosis"
"Q789","Osteocondrodisplasia, no especificada"
"Q790","Hernia diafragmática congénita"
"Q791","Otras malformaciones congénitas del diafragma"
"Q792","Exónfalos"
"Q793","Gastrosquisis"
"Q794","Síndrome del abdomen en ciruela pasa"
"Q795","Otras malformaciones congénitas de la pared abdominal"
"Q798","Otras malformaciones congénitas del sistema osteomuscular"
"Q799","Malformación congénita del sistema osteomuscular, no especificada"
"Q802","Ictiosis lamelar"
"Q804","Feto Arlequín"
"Q809","Ictiosis congénita, no especificada"
"Q819","Epidermólisis bullosa, no especificada"
"Q820","Linfedema hereditario"
"Q821","Xeroderma pigmentoso"
"Q848","Otras malformaciones congénitas de las faneras, especificadas"
"Q850","Neurofibromatosis (no maligna)"
"Q851","Esclerosis tuberosa"
"Q858","Otras facomatosis, no clasificadas en otra parte"
"Q870","Síndromes de malformaciones congénitas que afectan principalmente la apariencia facial"
"Q871","Síndromes de malformaciones congénitas asociadas principalmente con estatura baja"
"Q872","Síndromes de malformaciones congénitas que afectan principalmente los miembros"
"Q874","Síndrome de Marfan"
"Q878","Otros síndromes de malformaciones congénitas especificados, no clasificados en otra parte"
"Q892","Malformaciones congénitas de otras glándulas endocrinas"
"Q893","Situs inversus"
"Q894","Gemelos siameses"
"Q897","Malformaciones congénitas múltiples, no clasificadas en otra parte"
"Q898","Otras malformaciones congénitas, especificadas"
"Q899","Malformación congénita, no especificada"
"Q900","Trisomía 21, por falta de disyunción meiótica"
"Q901","Trisomía 21, mosaico (por falta de disyunción mitótica)"
"Q909","Síndrome de Down, no especificado"
"Q910","Trisomía 18, por falta de disyunción meiótica"
"Q911","Trisomía 18, mosaico (por falta de disyunción mitótica)"
"Q912","Trisomía 18, por translocación"
"Q913","Síndrome de Edwards, no especificado"
"Q917","Síndrome de Patau, no especificado"
"Q921","Trisomía de un cromosoma completo, mosaico (por falta de disyunción mitótica)"
"Q927","Triploidía y poliploidía"
"Q928","Otras trisomías y trisomías parciales de los autosomas, especificadas"
"Q929","Trisomía y Trisomía parcial de los autosomas, sin otra especificación"
"Q933","Supresión del brazo corto del cromosoma 4"
"Q934","Supresión del brazo corto del cromosoma 5"
"Q935","Otras supresiones de parte de un cromosoma"
"Q938","Otras supresiones de los autosomas"
"Q968","Otras variantes del síndrome de Turner"
"Q969","Síndrome de Turner, no especificado"
"Q998","Otras anomalías de los cromosomas, especificadas"
"Q999","Anomalía cromosómica, no especificada"
"R000","Taquicardia, no especificada"
"R001","Bradicardia, no especificada"
"R02X","Gangrena, no clasificada en otra parte"
"R040","Epistaxis"
"R042","Hemoptisis"
"R048","Hemorragia de otros sitios de las vías respiratorias"
"R049","Hemorragia de las vías respiratorias, no especificada"
"R05X","Tos"
"R060","Disnea"
"R068","Otras anormalidades de la respiración y las no especificadas"
"R070","Dolor de garganta"
"R072","Dolor precordial"
"R073","Otros dolores en el pecho"
"R074","Dolor en el pecho, no especificado"
"R090","Asfixia"
"R092","Paro respiratorio"
"R098","Otros síntomas y signos especificados que involucran los sistemas circulatorio y respiratorio"
"R100","Abdomen agudo"
"R101","Dolor abdominal localizado en parte superior"
"R104","Otros dolores abdominales y los no especificados"
"R11X","Náusea y vómito"
"R13X","Disfagia"
"R14X","Flatulencia y afecciones afines"
"R160","Hepatomegalia, no clasificada en otra parte"
"R161","Esplenomegalia, no clasificada en otra parte"
"R162","Hepatomegalia con esplenomegalia, no clasificadas en otra parte"
"R179","Hiperbilirrubinemia sin mención de ictericia, no clasificada en otra parte"
"R18X","Ascitis"
"R190","Tumefacción, masa o prominencia intraabdominal y pélvica"
"R198","Otros síntomas y signos especificados que involucran el sistema digestivo y el abdomen"
"R229","Tumefacción, masa o prominencia localizada en parte no especificada"
"R252","Calambres y espasmos"
"R253","Fasciculación"
"R262","Dificultad para caminar, no clasificada en otra parte"
"R263","Inmovilidad"
"R298","Otros síntomas y signos que involucran los sistemas nervioso y osteomuscular y los no especificados"
"R31X","Hematuria, no especificada"
"R392","Uremia extrarrenal"
"R401","Estupor"
"R402","Coma, no especificado"
"R418","Otros síntomas y signos que involucran la función cognoscitiva y la conciencia y los no especificados"
"R509","Fiebre, no especificada"
"R51X","Cefalea"
"R529","Dolor, no especificado"
"R53X","Malestar y fatiga"
"R54X","Senilidad"
"R55X","Síncope y colapso"
"R560","Convulsiones febriles"
"R568","Otras convulsiones y las no especificadas"
"R570","Choque cardiogénico"
"R571","Choque hipovolémico"
"R578","Otras formas de choque"
"R579","Choque, no especificado"
"R58X","Hemorragia, no clasificada en otra parte"
"R591","Adenomegalia generalizada"
"R599","Adenomegalia, no especificada"
"R600","Edema localizado"
"R609","Edema, no especificado"
"R630","Anorexia"
"R64X","Caquexia"
"R652","Síndrome de respuesta inflamatoria sistémica de origen no infeccioso, sin falla orgánica"
"R653","Síndrome de respuesta inflamatoria sistémica de origen no infeccioso, con falla orgánica"
"R680","Hipotermia no asociada con baja temperatura del ambiente"
"R688","Otros síntomas y signos generales especificados"
"R701","Viscosidad plasmática anormal"
"R71X","Anormalidad de los eritrocitos"
"R739","Hiperglicemia, no especificada"
"R75X","Evidencias de laboratorio del virus de la inmunodeficiencia humana [VIH]"
"R900","Lesión que ocupa el espacio intracraneal"
"R91X","Hallazgos anormales en diagnóstico por imagen del pulmón"
"R950","Síndrome de la muerte súbita infantil, con mención de autopsia"
"R959","Síndrome de la muerte súbita infantil, sin mención de autopsia"
"R960","Muerte instantánea"
"R961","Muerte que ocurre en menos de 24 horas del inicio de los síntomas, no explicada de otra forma"
"R98X","Muerte sin asistencia"
"R99X","Otras causas mal definidas y las no especificadas de mortalidad"
"U071","COVID-19, virus identificado"
"U072","COVID-19, virus no identificado"
"U109","Síndrome inflamatorio multisistémico asociado con la COVID-19, no especificada"
"V011","Peatón lesionado por colisión con vehículo de pedal en accidente de tránsito"
"V020","Peatón lesionado por colisión con vehículo de motor de dos o tres ruedas en accidente no de tránsito"
"V021","Peatón lesionado por colisión con vehículo de motor de dos o tres ruedas en accidente de tránsito"
"V029","Peatón lesionado por colisión con vehículo de motor de dos o tres ruedas en accidente no especificado como de tránsito o no de tránsito"
"V030","Peatón lesionado por colisión con automóvil, camioneta o furgoneta en accidente no de tránsito"
"V031","Peatón lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V039","Peatón lesionado por colisión con automóvil, camioneta o furgoneta en accidente no especificado como de tránsito o no de tránsito"
"V040","Peatón lesionado por colisión con vehículo de transporte pesado o autobús en accidente no de tránsito"
"V041","Peatón lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito"
"V049","Peatón lesionado por colisión con vehículo de transporte pesado o autobús en accidente no especificado como de tránsito o no de tránsito"
"V050","Peatón lesionado por colisión con tren o vehículo de rieles en accidente no de tránsito"
"V051","Peatón lesionado por colisión con tren o vehículo de rieles en accidente de tránsito"
"V059","Peatón lesionado por colisión con tren o vehículo de rieles en accidente no especificado como de tránsito o no de tránsito"
"V060","Peatón lesionado por colisión con otros vehículos sin motor en accidente no de tránsito"
"V061","Peatón lesionado por colisión con otros vehículos sin motor en accidente de tránsito"
"V090","Peatón lesionado en accidente no de tránsito que involucra otros vehículos de motor, y los no especificados"
"V091","Peatón lesionado en accidente no de tránsito no especificado"
"V092","Peatón lesionado en accidente de tránsito que involucra otros vehículos de motor, y los no especificados"
"V093","Peatón lesionado en accidente de tránsito no especificado"
"V099","Peatón lesionado en accidente de transporte no especificado"
"V124","Conductor ciclista lesionado por colisión con vehículo de motor de dos o tres ruedas en accidente de tránsito"
"V129","Ciclista no especificado, lesionado por colisión con vehículo de motor de dos o tres ruedas en accidente de tránsito"
"V134","Conductor ciclista lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V139","Ciclista no especificado, lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V141","Pasajero ciclista lesionado por colisión con vehículo de transporte pesado o autobús en accidente no de tránsito"
"V144","Conductor ciclista lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito"
"V149","Ciclista no especificado, lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito"
"V183","Persona ciclista lesionada en accidente de transporte sin colisión al subir o bajar del vehículo"
"V184","Conductor ciclista lesionado en accidente de transporte sin colisión en accidente de tránsito"
"V185","Pasajero ciclista lesionado en accidente de transporte sin colisión en accidente de tránsito"
"V189","Ciclista no especificado, lesionado en accidente de transporte sin colisión en accidente de tránsito"
"V190","Conductor de vehículo de pedal lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente no de tránsito"
"V192","Ciclista no especificado de vehículo de pedal lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente no de tránsito"
"V193","Ciclista (cualquiera) lesionado en accidente no de tránsito, no especificado"
"V194","Conductor de vehículo de pedal lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
"V196","Ciclista no especificado de vehículo de pedal lesionado por colisión con otros vehículos de motor, y con los no especificado, en accidente de tránsito"
"V199","Ciclista (cualquiera) lesionado en accidente de tránsito no especificado"
"V204","Conductor motociclista lesionado por colisión con peatón o animal en accidente de tránsito"
"V205","Pasajero motociclista lesionado por colisión con peatón o animal en accidente de tránsito"
"V209","Motociclista no especificado, lesionado por colisión con peatón o animal en accidente de tránsito"
"V214","Conductor motociclista lesionado por colisión con vehículo de pedal en accidente de tránsito"
"V219","Motociclista no especificado, lesionado por colisión con vehículo de pedal en accidente de tránsito"
"V224","Conductor motociclista lesionado por colisión con vehículo de motor de dos o tres ruedas en accidente de tránsito"
"V225","Pasajero motociclista lesionado por colisión con vehículo de motor de dos o tres ruedas en accidente de tránsito"
"V229","Motociclista no especificado, lesionado por colisión con vehículo de motor de dos o tres ruedas en accidente de tránsito"
"V230","Conductor motociclista lesionado por colisión con automóvil, camioneta o furgoneta en accidente no de tránsito"
"V234","Conductor motociclista lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V235","Pasajero motociclista lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V239","Motociclista no especificado, lesionado por colisión con automóvil, camioneta o furgoneta, motociclista no especificado, lesión en accidente de tránsito"
"V244","Conductor motociclista lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito"
"V245","Pasajero motociclista lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito"
"V249","Motociclista no especificado, lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito"
"V269","Motociclista no especificado, lesionado por colisión con otros vehículos sin motor en accidente de tránsito"
"V270","Conductor motociclista lesionado por colisión con objeto fijo o estacionado en accidente no de tránsito"
"V274","Conductor motociclista lesionado por colisión con objeto fijo o estacionado en accidente de tránsito"
"V275","Pasajero motociclista lesionado por colisión con objeto fijo o estacionado en accidente de tránsito"
"V279","Motociclista no especificado, lesionado por colisión con objeto fijo o estacionado en accidente de tránsito"
"V280","Conductor motociclista lesionado en accidente de transporte sin colisión en accidente no de tránsito"
"V281","Pasajero motociclista lesionado en accidente de transporte sin colisión en accidente no de tránsito"
"V282","Motociclista no especificado, lesionado en accidente de transporte sin colisión en accidente no de tránsito"
"V284","Conductor motociclista lesionado en accidente de transporte sin colisión en accidente de tránsito"
"V285","Pasajero motociclista lesionado en accidente de transporte sin colisión en accidente de tránsito"
"V289","Motociclista no especificado, lesionado en accidente de transporte sin colisión en accidente de tránsito"
"V291","Pasajero de motocicleta lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente no de tránsito"
"V292","Motociclista no especificado de motocicleta lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente no de tránsito"
"V293","Motociclista (cualquiera) lesionado en accidente no de tránsito, no especificado"
"V294","Conductor de motocicleta lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
"V295","Pasajero de motocicleta lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
"V296","Motociclista no especificado de motocicleta lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
"V298","Motociclista (cualquiera) lesionado en otros accidentes de transporte especificados"
"V299","Motociclista (cualquiera) lesionado en accidente de tránsito no especificado"
"V335","Conductor de vehículo de motor de tres ruedas lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V346","Pasajero de vehículo de motor de tres ruedas lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito"
"V385","Conductor de vehículo de motor de tres ruedas lesionado en accidente de transporte sin colisión de tránsito"
"V386","Pasajero de vehículo de motor de tres ruedas lesionado en accidente de transporte sin colisión de tránsito"
"V394","Conductor de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
"V395","Pasajero de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
"V396","Ocupante no especificado de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
"V399","Ocupante (cualquiera) de vehículo de motor de tres ruedas lesionado en accidente de tránsito no especificado"
"V405","Conductor de automóvil lesionado por colisión con peatón o animal en accidente de tránsito"
"V406","Pasajero de automóvil lesionado por colisión con peatón o animal en accidente de tránsito"
"V409","Ocupante no especificado de automóvil lesionado por colisión con peatón o animal en accidente de tránsito"
"V429","Ocupante no especificado de automóvil lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente de tránsito"
"V433","Ocupante no especificado de automóvil lesionado por colisión con automóvil, camioneta o furgoneta en accidente no de tránsito"
"V435","Conductor de automóvil lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V436","Pasajero de automóvil lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V439","Ocupante no especificado de automóvil lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V445","Conductor de automóvil lesionado por colisión con vehículo de transporte pesado o autobús  en accidente de tránsito"
"V446","Pasajero de automóvil lesionado por colisión con vehículo de transporte pesado o autobús  en accidente de tránsito"
"V449","Ocupante no especificado de automóvil lesionado por colisión con vehículo de transporte pesado o autobús en  accidente de tránsito"
"V455","Conductor de automóvil lesionado por colisión con tren o vehículo de rieles en accidente de tránsito"
"V456","Pasajero de automóvil lesionado por colisión con tren o vehículo de rieles en accidente de tránsito"
"V465","Conductor de automóvil lesionado por colisión con otros vehículos sin motor en accidente de tránsito"
"V470","Conductor de automóvil lesionado  por  colisión con objeto fijo o estacionado en accidente no de tránsito"
"V471","Pasajero de automóvil lesionado  por  colisión con objeto fijo o estacionado en accidente no de tránsito"
"V475","Conductor de automóvil lesionado  por  colisión con objeto fijo o estacionado en accidente de tránsito"
"V476","Pasajero de automóvil lesionado  por  colisión con objeto fijo o estacionado en accidente de tránsito"
"V479","Ocupante no especificado de automóvil lesionado  por  colisión con objeto fijo o estacionado en accidente de tránsito"
"V484","Persona lesionada al subir o bajar del automóvil en accidente de transporte sin colisión"
"V485","Conductor de automóvil lesionado en accidente de transporte sin colisión de tránsito"
"V486","Pasajero de automóvil lesionado en accidente de transporte sin colisión de tránsito"
"V489","Ocupante no especificado de automóvil lesionado en accidente de transporte sin colisión de tránsito"
"V490","Conductor de automóvil lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente no de tránsito"
"V492","Ocupante no especificado de vehículo de automóvil lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente no de tránsito"
"V494","Conductor de automóvil lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
"V495","Pasajero de automóvil lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
"V496","Ocupante no especificado de automóvil lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
"V498","Ocupante (cualquiera) de automóvil lesionado en otros accidentes de transporte especificados"
"V499","Ocupante (cualquiera) de automóvil lesionado en accidente de tránsito no especificado"
"V529","Ocupante no especificado de camioneta o furgoneta lesionado por colisión con otro vehículo de motor de dos o tres ruedas en accidente de tránsito"
"V535","Conductor de camioneta o furgoneta lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V536","Pasajero de camioneta o furgoneta lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V539","Ocupante no especificado de camioneta o furgoneta lesionado por colisión con automóvil, camioneta o furgoneta en accidente de tránsito"
"V543","Ocupante no especificado de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús en accidente no de tránsito"
"V545","Conductor de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito"
"V546","Pasajero de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito"
"V549","Ocupante no especificado de camioneta o furgoneta lesionado por colisión con vehículo de transporte pesado o autobús en accidente de tránsito"
"V555","Conductor de camioneta o furgoneta lesionado por colisión con tren o vehículo de rieles en accidente de tránsito"
"V556","Pasajero de camioneta o furgoneta lesionado por colisión con tren o vehículo de rieles en accidente de tránsito"
"V575","Conductor de camioneta o furgoneta lesionado por colisión con objeto fijo o estacionado en accidente de tránsito"
"V576","Pasajero de camioneta o furgoneta lesionado por colisión con objeto fijo o estacionado en accidente de tránsito"
"V579","Ocupante no especificado de camioneta o furgoneta lesionado por colisión con objeto fijo o estacionado en  accidente de tránsito"
"V580","Conductor de camioneta o furgoneta lesionado en accidente de transporte sin colisión no de tránsito"
"V584","Persona lesionada al subir o bajar de camioneta o furgoneta en accidente de transporte sin colisión"
"V585","Conductor de camioneta o furgoneta lesionado en accidente de transporte sin colisión de tránsito"
"V586","Pasajero de camioneta o furgoneta lesionado en accidente de transporte sin colisión de tránsito"
"V587","Persona que viaja fuera de camioneta o furgoneta lesionada en accidente de  transporte sin colisión de tránsito"
