source airport,source airport name,source city,source country,source lat,source lon,destination airport,destination airport name,destination city,destination country,destination lat,destination lon,equipment
UDI,UBERLANDIA,UBERLANDIA,BRAZIL,-18.883,-48.226,RAO,LEITE LOPES,RIBEIRAO PRETO,BRAZIL,-21.134,-47.774,AT7
UDI,UBERLANDIA,UBERLANDIA,BRAZIL,-18.883,-48.226,UBA,UBERABA,UBERABA,BRAZIL,-19.765,-47.965,AT7
JBR,JONESBORO MUNI,JONESBORO,USA,35.832,-90.646,STL,LAMBERT ST LOUIS INTERNATIONAL,ST. LOUIS,USA,38.748,-90.36,CNC
STL,LAMBERT ST LOUIS INTERNATIONAL,ST. LOUIS,USA,38.748,-90.36,JBR,JONESBORO MUNI,JONESBORO,USA,35.832,-90.646,CNC
ACC,KOTOKA INTERNATIONAL,ACCRA,GHANA,5.603,-0.168,DKR,LEOPOLD SEDAR SENGHOR INTERNATIONAL,DAKAR,SENEGAL,14.739,-17.49,319
ACC,KOTOKA INTERNATIONAL,ACCRA,GHANA,5.603,-0.168,LOS,LAGOS MURTALA MUHAMMED,LAGOS,NIGERIA,6.577,3.321,319
ACC,KOTOKA INTERNATIONAL,ACCRA,GHANA,5.603,-0.168,ROB,MONROVIA ROBERTS INTERNATIONAL,MONROVIA,LIBERIA,6.234,-10.362,319
BCN,BARCELONA,BARCELONA,SPAIN,41.297,2.078,BJL,BANJUL INTERNATIONAL,BANJUL,GAMBIA,13.338,-16.652,319
BJL,BANJUL INTERNATIONAL,BANJUL,GAMBIA,13.338,-16.652,BCN,BARCELONA,BARCELONA,SPAIN,41.297,2.078,319
BJL,BANJUL INTERNATIONAL,BANJUL,GAMBIA,13.338,-16.652,DKR,LEOPOLD SEDAR SENGHOR INTERNATIONAL,DAKAR,SENEGAL,14.739,-17.49,319
BJL,BANJUL INTERNATIONAL,BANJUL,GAMBIA,13.338,-16.652,FNA,FREETOWN LUNGI,FREETOWN,SIERRA LEONE,8.616,-13.195,319
DKR,LEOPOLD SEDAR SENGHOR INTERNATIONAL,DAKAR,SENEGAL,14.739,-17.49,ACC,KOTOKA INTERNATIONAL,ACCRA,GHANA,5.603,-0.168,319
DKR,LEOPOLD SEDAR SENGHOR INTERNATIONAL,DAKAR,SENEGAL,14.739,-17.49,BJL,BANJUL INTERNATIONAL,BANJUL,GAMBIA,13.338,-16.652,319
DKR,LEOPOLD SEDAR SENGHOR INTERNATIONAL,DAKAR,SENEGAL,14.739,-17.49,DLA,DOUALA,DOUALA,CAMEROON,4.006,9.719,319
DKR,LEOPOLD SEDAR SENGHOR INTERNATIONAL,DAKAR,SENEGAL,14.739,-17.49,FNA,FREETOWN LUNGI,FREETOWN,SIERRA LEONE,8.616,-13.195,319
DKR,LEOPOLD SEDAR SENGHOR INTERNATIONAL,DAKAR,SENEGAL,14.739,-17.49,LOS,LAGOS MURTALA MUHAMMED,LAGOS,NIGERIA,6.577,3.321,319
DLA,DOUALA,DOUALA,CAMEROON,4.006,9.719,DKR,LEOPOLD SEDAR SENGHOR INTERNATIONAL,DAKAR,SENEGAL,14.739,-17.49,319
DLA,DOUALA,DOUALA,CAMEROON,4.006,9.719,LOS,LAGOS MURTALA MUHAMMED,LAGOS,NIGERIA,6.577,3.321,319
FNA,FREETOWN LUNGI,FREETOWN,SIERRA LEONE,8.616,-13.195,BJL,BANJUL INTERNATIONAL,BANJUL,GAMBIA,13.338,-16.652,319
FNA,FREETOWN LUNGI,FREETOWN,SIERRA LEONE,8.616,-13.195,DKR,LEOPOLD SEDAR SENGHOR INTERNATIONAL,DAKAR,SENEGAL,14.739,-17.49,319
FNA,FREETOWN LUNGI,FREETOWN,SIERRA LEONE,8.616,-13.195,LGW,GATWICK,LONDON,ENGLAND,51.148,-0.19,319
FNA,FREETOWN LUNGI,FREETOWN,SIERRA LEONE,8.616,-13.195,ROB,MONROVIA ROBERTS INTERNATIONAL,MONROVIA,LIBERIA,6.234,-10.362,319
LGW,GATWICK,LONDON,ENGLAND,51.148,-0.19,FNA,FREETOWN LUNGI,FREETOWN,SIERRA LEONE,8.616,-13.195,319
LOS,LAGOS MURTALA MUHAMMED,LAGOS,NIGERIA,6.577,3.321,ACC,KOTOKA INTERNATIONAL,ACCRA,GHANA,5.603,-0.168,319
LOS,LAGOS MURTALA MUHAMMED,LAGOS,NIGERIA,6.577,3.321,DKR,LEOPOLD SEDAR SENGHOR INTERNATIONAL,DAKAR,SENEGAL,14.739,-17.49,319
LOS,LAGOS MURTALA MUHAMMED,LAGOS,NIGERIA,6.577,3.321,DLA,DOUALA,DOUALA,CAMEROON,4.006,9.719,319
LOS,LAGOS MURTALA MUHAMMED,LAGOS,NIGERIA,6.577,3.321,ROB,MONROVIA ROBERTS INTERNATIONAL,MONROVIA,LIBERIA,6.234,-10.362,319
ROB,MONROVIA ROBERTS INTERNATIONAL,MONROVIA,LIBERIA,6.234,-10.362,ACC,KOTOKA INTERNATIONAL,ACCRA,GHANA,5.603,-0.168,319
ROB,MONROVIA ROBERTS INTERNATIONAL,MONROVIA,LIBERIA,6.234,-10.362,FNA,FREETOWN LUNGI,FREETOWN,SIERRA LEONE,8.616,-13.195,319
ROB,MONROVIA ROBERTS INTERNATIONAL,MONROVIA,LIBERIA,6.234,-10.362,LOS,LAGOS MURTALA MUHAMMED,LAGOS,NIGERIA,6.577,3.321,319
YGL,LA GRANDE RIVIERE,LA GRANDE RIVIERE,CANADA,53.625,-77.704,YGW,KUUJJUARAPIK,KUUJJUARARAPIK,CANADA,55.283,-77.767,DHT
YGL,LA GRANDE RIVIERE,LA GRANDE RIVIERE,CANADA,53.625,-77.704,YUL,MONTREAL INTERNATIONAL DORVAL,MONTREAL,CANADA,45.468,-73.741,73M
YGW,KUUJJUARAPIK,KUUJJUARARAPIK,CANADA,55.283,-77.767,YGL,LA GRANDE RIVIERE,LA GRANDE RIVIERE,CANADA,53.625,-77.704,DHT
YGW,KUUJJUARAPIK,KUUJJUARARAPIK,CANADA,55.283,-77.767,YUL,MONTREAL INTERNATIONAL DORVAL,MONTREAL,CANADA,45.468,-73.741,DH8
YGW,KUUJJUARAPIK,KUUJJUARARAPIK,CANADA,55.283,-77.767,YUY,ROUYN NORANDA,ROUYN,CANADA,48.206,-78.836,DH8
YKL,SCHEFFERVILLE,SCHEFFERVILLE,CANADA,54.805,-66.805,YQB,QUEBEC JEAN LESAGE INTERNATIONAL,QUEBEC,CANADA,46.788,-71.398,DH8
YKL,SCHEFFERVILLE,SCHEFFERVILLE,CANADA,54.805,-66.805,YVP,KUUJJUAQ,QUUJJUAQ,CANADA,58.096,-68.427,DH8 BET
YKL,SCHEFFERVILLE,SCHEFFERVILLE,CANADA,54.805,-66.805,YWK,WABUSH,WABUSH,CANADA,52.922,-66.864,BET
YKL,SCHEFFERVILLE,SCHEFFERVILLE,CANADA,54.805,-66.805,YZV,SEPT ILES,SEPT-ILES,CANADA,50.223,-66.266,BET DH8
YQB,QUEBEC JEAN LESAGE INTERNATIONAL,QUEBEC,CANADA,46.788,-71.398,YKL,SCHEFFERVILLE,SCHEFFERVILLE,CANADA,54.805,-66.805,DH8
YQB,QUEBEC JEAN LESAGE INTERNATIONAL,QUEBEC,CANADA,46.788,-71.398,YUL,MONTREAL INTERNATIONAL DORVAL,MONTREAL,CANADA,45.468,-73.741,DH8
YUL,MONTREAL INTERNATIONAL DORVAL,MONTREAL,CANADA,45.468,-73.741,YGL,LA GRANDE RIVIERE,LA GRANDE RIVIERE,CANADA,53.625,-77.704,73M
YUL,MONTREAL INTERNATIONAL DORVAL,MONTREAL,CANADA,45.468,-73.741,YGW,KUUJJUARAPIK,KUUJJUARARAPIK,CANADA,55.283,-77.767,DH8
YUL,MONTREAL INTERNATIONAL DORVAL,MONTREAL,CANADA,45.468,-73.741,YQB,QUEBEC JEAN LESAGE INTERNATIONAL,QUEBEC,CANADA,46.788,-71.398,DH8
YUL,MONTREAL INTERNATIONAL DORVAL,MONTREAL,CANADA,45.468,-73.741,YUY,ROUYN NORANDA,ROUYN,CANADA,48.206,-78.836,DH8
YUY,ROUYN NORANDA,ROUYN,CANADA,48.206,-78.836,YGW,KUUJJUARAPIK,KUUJJUARARAPIK,CANADA,55.283,-77.767,DH8
YUY,ROUYN NORANDA,ROUYN,CANADA,48.206,-78.836,YUL,MONTREAL INTERNATIONAL DORVAL,MONTREAL,CANADA,45.468,-73.741,DH8
YVP,KUUJJUAQ,QUUJJUAQ,CANADA,58.096,-68.427,YGW,KUUJJUARAPIK,KUUJJUARARAPIK,CANADA,55.283,-77.767,BET
YVP,KUUJJUAQ,QUUJJUAQ,CANADA,58.096,-68.427,YKL,SCHEFFERVILLE,SCHEFFERVILLE,CANADA,54.805,-66.805,DH8 BET
YWK,WABUSH,WABUSH,CANADA,52.922,-66.864,YKL,SCHEFFERVILLE,SCHEFFERVILLE,CANADA,54.805,-66.805,BET
YWK,WABUSH,WABUSH,CANADA,52.922,-66.864,YZV,SEPT ILES,SEPT-ILES,CANADA,50.223,-66.266,BET
YZV,SEPT ILES,SEPT-ILES,CANADA,50.223,-66.266,YKL,SCHEFFERVILLE,SCHEFFERVILLE,CANADA,54.805,-66.805,BET DH8
YZV,SEPT ILES,SEPT-ILES,CANADA,50.223,-66.266,YWK,WABUSH,WABUSH,CANADA,52.922,-66.864,BET
BKK,BANGKOK INTERNATIONAL,BANGKOK,THAILAND,13.912,100.607,SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,320
HGH,XIAOSHAN,HANGZHOU,CHINA,30.228,120.432,SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,320
HKG,HONG KONG INTERNATIONAL,HONG KONG,HONG KONG,22.309,113.914,SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,320
HKT,PHUKET INTERNATIONAL,PHUKET,THAILAND,8.113,98.317,SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,320
KUL,KUALA LUMPUR INTERNATIONAL,KUALA LUMPUR,MALAYSIA,2.746,101.71,SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,320
MNL,NINOY AQUINO INTERNATIONAL,MANILA,PHILIPPINES,14.509,121.019,SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,320
MNL,MALABANG,MANILA,PHILIPPINES,7.617,124.059,SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,320
PEN,PENANG INTERNATIONAL,PENANG,MALAYSIA,5.297,100.277,SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,320
PER,PERTH INTERNATIONAL,PERTH,AUSTRALIA,-31.94,115.967,SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,320
PNH,POCHENTONG INTERNATIONAL,PHNOM-PENH,CAMBODIA,11.546,104.844,SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,320
REP,SIEM REAP,SIEM-REAP,CAMBODIA,13.411,103.813,SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,320
RGN,YANGON INTERNATIONAL,YANGON,MYANMAR,16.907,96.133,SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,320
SGN,TANSONNHAT INTERNATIONAL,HO CHI MINH CITY,VIET NAM,10.82,106.662,SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,320
SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,BKK,BANGKOK INTERNATIONAL,BANGKOK,THAILAND,13.912,100.607,320
SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,HGH,XIAOSHAN,HANGZHOU,CHINA,30.228,120.432,320
SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,HKG,HONG KONG INTERNATIONAL,HONG KONG,HONG KONG,22.309,113.914,320
SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,HKT,PHUKET INTERNATIONAL,PHUKET,THAILAND,8.113,98.317,320
SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,KUL,KUALA LUMPUR INTERNATIONAL,KUALA LUMPUR,MALAYSIA,2.746,101.71,320
SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,MNL,NINOY AQUINO INTERNATIONAL,MANILA,PHILIPPINES,14.509,121.019,320
SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,MNL,MALABANG,MANILA,PHILIPPINES,7.617,124.059,320
SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,PEN,PENANG INTERNATIONAL,PENANG,MALAYSIA,5.297,100.277,320
SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,PER,PERTH INTERNATIONAL,PERTH,AUSTRALIA,-31.94,115.967,320
SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,PNH,POCHENTONG INTERNATIONAL,PHNOM-PENH,CAMBODIA,11.546,104.844,320
SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,REP,SIEM REAP,SIEM-REAP,CAMBODIA,13.411,103.813,320
SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,RGN,YANGON INTERNATIONAL,YANGON,MYANMAR,16.907,96.133,320
SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,SGN,TANSONNHAT INTERNATIONAL,HO CHI MINH CITY,VIET NAM,10.82,106.662,320
SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,SWA,WAI SHA AIRPORT,SHANTOU,CHINA,23.4,116.683,320
SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,TPE,CHIANG KAI SHEK INTERNATIONAL,TAIPEI,TAIWAN,25.08,121.232,320
SWA,WAI SHA AIRPORT,SHANTOU,CHINA,23.4,116.683,SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,320
TPE,CHIANG KAI SHEK INTERNATIONAL,TAIPEI,TAIWAN,25.08,121.232,SIN,SINGAPORE CHANGI,SINGAPORE,SINGAPORE,1.356,103.987,320
ACH,ST GALLEN ALTENRHEIN,ALTENRHEIN,SWITZERLAND,47.485,9.561,EBA,MARINA DI CAMPO,MARINA DI CAMPO,ITALY,42.76,10.239,DH3
DRS,DRESDEN,DRESDEN,GERMANY,51.133,13.767,ZRH,ZURICH,ZURICH,SWITZERLAND,47.465,8.549,DH3
DUS,DUSSELDORF,DUESSELDORF,GERMANY,51.289,6.767,FDH,FRIEDRICHSHAFEN,FRIEDRICHSHAFEN,GERMANY,47.671,9.511,DH3
EBA,MARINA DI CAMPO,MARINA DI CAMPO,ITALY,42.76,10.239,ACH,ST GALLEN ALTENRHEIN,ALTENRHEIN,SWITZERLAND,47.485,9.561,DH3
EBA,MARINA DI CAMPO,MARINA DI CAMPO,ITALY,42.76,10.239,FDH,FRIEDRICHSHAFEN,FRIEDRICHSHAFEN,GERMANY,47.671,9.511,DH3
EBA,MARINA DI CAMPO,MARINA DI CAMPO,ITALY,42.76,10.239,MUC,MUNICH,MUNICH,GERMANY,48.354,11.786,DH3
EBA,MARINA DI CAMPO,MARINA DI CAMPO,ITALY,42.76,10.239,ZRH,ZURICH,ZURICH,SWITZERLAND,47.465,8.549,DH3
FDH,FRIEDRICHSHAFEN,FRIEDRICHSHAFEN,GERMANY,47.671,9.511,DUS,DUSSELDORF,DUESSELDORF,GERMANY,51.289,6.767,DH3
FDH,FRIEDRICHSHAFEN,FRIEDRICHSHAFEN,GERMANY,47.671,9.511,EBA,MARINA DI CAMPO,MARINA DI CAMPO,ITALY,42.76,10.239,DH3
FDH,FRIEDRICHSHAFEN,FRIEDRICHSHAFEN,GERMANY,47.671,9.511,HAM,HAMBURG,HAMBURG,GERMANY,53.63,9.988,AT7
FDH,FRIEDRICHSHAFEN,FRIEDRICHSHAFEN,GERMANY,47.671,9.511,OLB,OLBIA COSTA SMERALDA,OLBIA,ITALY,40.899,9.518,AT7
FDH,FRIEDRICHSHAFEN,FRIEDRICHSHAFEN,GERMANY,47.671,9.511,TXL,TEGEL,BERLIN,GERMANY,52.559,13.287,AT7
FDH,FRIEDRICHSHAFEN,FRIEDRICHSHAFEN,GERMANY,47.671,9.511,ZAD,ZADAR,ZADAR,CROATIA,44.108,15.347,AT7
GRZ,GRAZ MIL/CIV,GRAZ,AUSTRIA,47.0,15.433,ZRH,ZURICH,ZURICH,SWITZERLAND,47.465,8.549,DH3
HAM,HAMBURG,HAMBURG,GERMANY,53.63,9.988,FDH,FRIEDRICHSHAFEN,FRIEDRICHSHAFEN,GERMANY,47.671,9.511,AT7
MUC,MUNICH,MUNICH,GERMANY,48.354,11.786,EBA,MARINA DI CAMPO,MARINA DI CAMPO,ITALY,42.76,10.239,DH3
OLB,OLBIA COSTA SMERALDA,OLBIA,ITALY,40.899,9.518,FDH,FRIEDRICHSHAFEN,FRIEDRICHSHAFEN,GERMANY,47.671,9.511,AT7
SZG,SALZBURG,SALZBURG,AUSTRIA,47.793,13.004,ZRH,ZURICH,ZURICH,SWITZERLAND,47.465,8.549,DH3
TXL,TEGEL,BERLIN,GERMANY,52.559,13.287,FDH,FRIEDRICHSHAFEN,FRIEDRICHSHAFEN,GERMANY,47.671,9.511,AT7
ZAD,ZADAR,ZADAR,CROATIA,44.108,15.347,FDH,FRIEDRICHSHAFEN,FRIEDRICHSHAFEN,GERMANY,47.671,9.511,AT7
ZRH,ZURICH,ZURICH,SWITZERLAND,47.465,8.549,DRS,DRESDEN,DRESDEN,GERMANY,51.133,13.767,DH3
ZRH,ZURICH,ZURICH,SWITZERLAND,47.465,8.549,EBA,MARINA DI CAMPO,MARINA DI CAMPO,ITALY,42.76,10.239,DH3
ZRH,ZURICH,ZURICH,SWITZERLAND,47.465,8.549,GRZ,GRAZ MIL/CIV,GRAZ,AUSTRIA,47.0,15.433,DH3
ZRH,ZURICH,ZURICH,SWITZERLAND,47.465,8.549,SZG,SALZBURG,SALZBURG,AUSTRIA,47.793,13.004,DH3
ATL,THE WILLIAM B HARTSFIELD ATLANTA INTERNATIONAL,ATLANTA,USA,33.64,-84.427,MCN,MIDDLE GEORGIA RGNL,MACON,USA,32.693,-83.649,SF3
BIM,SOUTH BIMINI,ALICE TOWN,BAHAMAS,25.7,-79.264,FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153,SF3
ELH,NORTH ELEUTHERA,NORTH ELEUTHERA,BAHAMAS,25.476,-76.681,FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153,SF3
ELH,NORTH ELEUTHERA,NORTH ELEUTHERA,BAHAMAS,25.476,-76.681,PBI,PALM BEACH INTERNATIONAL,WEST PALM BEACH,USA,26.683,-80.096,SF3
EYW,KEY WEST INTERNATIONAL,KEY WEST,USA,24.556,-81.759,FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153,SF3
EYW,KEY WEST INTERNATIONAL,KEY WEST,USA,24.556,-81.759,RSW,SOUTHWEST FLORIDA INTERNATIONAL,FORT MYERS,USA,26.536,-81.755,SF3
EYW,KEY WEST INTERNATIONAL,KEY WEST,USA,24.556,-81.759,TPA,TAMPA INTERNATIONAL,TAMPA,USA,27.975,-82.533,SF3
FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153,BIM,SOUTH BIMINI,ALICE TOWN,BAHAMAS,25.7,-79.264,SF3
FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153,ELH,NORTH ELEUTHERA,NORTH ELEUTHERA,BAHAMAS,25.476,-76.681,SF3
FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153,EYW,KEY WEST INTERNATIONAL,KEY WEST,USA,24.556,-81.759,SF3
FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153,FPO,GRAND BAHAMA INTERNATIONAL,FREEPORT,BAHAMAS,26.559,-78.695,SF3
FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153,GGT,EXUMA INTERNATIONAL,GREAT EXUMA,BAHAMAS,23.563,-75.878,SF3
FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153,GHB,GOVERNORS HARBOUR,GOVERNOR'S HARBOR,BAHAMAS,25.284,-76.331,SF3
FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153,MCO,ORLANDO INTERNATIONAL,ORLANDO,USA,28.429,-81.316,SF3
FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153,MHH,MARSH HARBOUR,MARSH HARBOR,BAHAMAS,26.511,-77.083,SF3
FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153,TCB,TREASURE CAY,TREASURE CAY,BAHAMAS,26.745,-77.391,SF3
FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153,TPA,TAMPA INTERNATIONAL,TAMPA,USA,27.975,-82.533,SF3
FPO,GRAND BAHAMA INTERNATIONAL,FREEPORT,BAHAMAS,26.559,-78.695,FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153,SF3
GGT,EXUMA INTERNATIONAL,GREAT EXUMA,BAHAMAS,23.563,-75.878,FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153,SF3
GGT,EXUMA INTERNATIONAL,GREAT EXUMA,BAHAMAS,23.563,-75.878,GHB,GOVERNORS HARBOUR,GOVERNOR'S HARBOR,BAHAMAS,25.284,-76.331,SF3
GHB,GOVERNORS HARBOUR,GOVERNOR'S HARBOR,BAHAMAS,25.284,-76.331,FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153,SF3
GNV,GAINESVILLE RGNL,GAINESVILLE,USA,29.69,-82.272,MCO,ORLANDO INTERNATIONAL,ORLANDO,USA,28.429,-81.316,SF3
GNV,GAINESVILLE RGNL,GAINESVILLE,USA,29.69,-82.272,TPA,TAMPA INTERNATIONAL,TAMPA,USA,27.975,-82.533,SF3
JAX,JACKSONVILLE INTERNATIONAL,JACKSONVILLE,USA,30.494,-81.688,MHH,MARSH HARBOUR,MARSH HARBOR,BAHAMAS,26.511,-77.083,SF3
JAX,JACKSONVILLE INTERNATIONAL,JACKSONVILLE,USA,30.494,-81.688,TPA,TAMPA INTERNATIONAL,TAMPA,USA,27.975,-82.533,SF3
MCN,MIDDLE GEORGIA RGNL,MACON,USA,32.693,-83.649,ATL,THE WILLIAM B HARTSFIELD ATLANTA INTERNATIONAL,ATLANTA,USA,33.64,-84.427,SF3
MCN,MIDDLE GEORGIA RGNL,MACON,USA,32.693,-83.649,MCO,ORLANDO INTERNATIONAL,ORLANDO,USA,28.429,-81.316,SF3
MCO,ORLANDO INTERNATIONAL,ORLANDO,USA,28.429,-81.316,FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153,SF3
MCO,ORLANDO INTERNATIONAL,ORLANDO,USA,28.429,-81.316,GNV,GAINESVILLE RGNL,GAINESVILLE,USA,29.69,-82.272,SF3
MCO,ORLANDO INTERNATIONAL,ORLANDO,USA,28.429,-81.316,MCN,MIDDLE GEORGIA RGNL,MACON,USA,32.693,-83.649,SF3
MCO,ORLANDO INTERNATIONAL,ORLANDO,USA,28.429,-81.316,MHH,MARSH HARBOUR,MARSH HARBOR,BAHAMAS,26.511,-77.083,SF3
MCO,ORLANDO INTERNATIONAL,ORLANDO,USA,28.429,-81.316,PNS,PENSACOLA RGNL,PENSACOLA,USA,30.473,-87.187,SF3
MCO,ORLANDO INTERNATIONAL,ORLANDO,USA,28.429,-81.316,RSW,SOUTHWEST FLORIDA INTERNATIONAL,FORT MYERS,USA,26.536,-81.755,SF3
MCO,ORLANDO INTERNATIONAL,ORLANDO,USA,28.429,-81.316,TLH,TALLAHASSEE RGNL,TALLAHASSEE,USA,30.396,-84.35,SF3
MHH,MARSH HARBOUR,MARSH HARBOR,BAHAMAS,26.511,-77.083,FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153,SF3
MHH,MARSH HARBOUR,MARSH HARBOR,BAHAMAS,26.511,-77.083,JAX,JACKSONVILLE INTERNATIONAL,JACKSONVILLE,USA,30.494,-81.688,SF3
MHH,MARSH HARBOUR,MARSH HARBOR,BAHAMAS,26.511,-77.083,MCO,ORLANDO INTERNATIONAL,ORLANDO,USA,28.429,-81.316,SF3
MHH,MARSH HARBOUR,MARSH HARBOR,BAHAMAS,26.511,-77.083,PBI,PALM BEACH INTERNATIONAL,WEST PALM BEACH,USA,26.683,-80.096,SF3
PBI,PALM BEACH INTERNATIONAL,WEST PALM BEACH,USA,26.683,-80.096,ELH,NORTH ELEUTHERA,NORTH ELEUTHERA,BAHAMAS,25.476,-76.681,SF3
PBI,PALM BEACH INTERNATIONAL,WEST PALM BEACH,USA,26.683,-80.096,MHH,MARSH HARBOUR,MARSH HARBOR,BAHAMAS,26.511,-77.083,SF3
PBI,PALM BEACH INTERNATIONAL,WEST PALM BEACH,USA,26.683,-80.096,TPA,TAMPA INTERNATIONAL,TAMPA,USA,27.975,-82.533,SF3
PNS,PENSACOLA RGNL,PENSACOLA,USA,30.473,-87.187,MCO,ORLANDO INTERNATIONAL,ORLANDO,USA,28.429,-81.316,SF3
PNS,PENSACOLA RGNL,PENSACOLA,USA,30.473,-87.187,TPA,TAMPA INTERNATIONAL,TAMPA,USA,27.975,-82.533,SF3
RSW,SOUTHWEST FLORIDA INTERNATIONAL,FORT MYERS,USA,26.536,-81.755,EYW,KEY WEST INTERNATIONAL,KEY WEST,USA,24.556,-81.759,SF3
RSW,SOUTHWEST FLORIDA INTERNATIONAL,FORT MYERS,USA,26.536,-81.755,MCO,ORLANDO INTERNATIONAL,ORLANDO,USA,28.429,-81.316,SF3
TCB,TREASURE CAY,TREASURE CAY,BAHAMAS,26.745,-77.391,FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153,SF3
TLH,TALLAHASSEE RGNL,TALLAHASSEE,USA,30.396,-84.35,MCO,ORLANDO INTERNATIONAL,ORLANDO,USA,28.429,-81.316,SF3
TLH,TALLAHASSEE RGNL,TALLAHASSEE,USA,30.396,-84.35,TPA,TAMPA INTERNATIONAL,TAMPA,USA,27.975,-82.533,SF3
TPA,TAMPA INTERNATIONAL,TAMPA,USA,27.975,-82.533,EYW,KEY WEST INTERNATIONAL,KEY WEST,USA,24.556,-81.759,SF3
TPA,TAMPA INTERNATIONAL,TAMPA,USA,27.975,-82.533,FLL,FORT LAUDERDALE HOLLYWOOD INTERNATIONAL,FORT LAUDERDALE,USA,26.072,-80.153,SF3
TPA,TAMPA INTERNATIONAL,TAMPA,USA,27.975,-82.533,GNV,GAINESVILLE RGNL,GAINESVILLE,USA,29.69,-82.272,SF3
